,user_id,a,v,t,z,a_sd,v_sd,t_sd,z_sd
3200,s5m20_usuario1,2.9492294107524293,0.014477315885344642,0.5922941065398875,0.47056285476640997,0.13968249567110225,0.07973698111931013,0.07043346710861119,0.031464925592029444
3201,s5m20_usuario2,3.831608210363348,-0.15759549856268262,0.35593094560254607,0.29665048403207994,0.19277632835359412,0.07061138550368809,0.04798363124637102,0.029195096773503234
3202,s5m20_usuario3,2.478385989629427,0.10531762815817974,0.44688493651708083,0.5971975704822389,0.12289809316408126,0.09482421510858186,0.048805785519968975,0.031093952773541784
3203,s5m20_usuario4,1.7753941099516617,-0.19046963529492225,0.5455996089288985,0.49989763532132153,0.08287247107780416,0.14515343520049595,0.017574785323851375,0.03512275756458504
3204,s5m20_usuario5,3.86300155136993,-0.009512873805357064,0.5942742490330406,0.5993967998913741,0.1785703898065951,0.06352545591138897,0.11006624005250014,0.034320647023421684
3205,s5m20_usuario6,4.647286661183567,-0.5133176241801295,0.8047134270613628,0.28843357601394415,0.4237369414569508,0.08490715860381837,0.06918155114950633,0.039291076028272004
3206,s5m20_usuario7,2.7934772947323134,0.3866278009035971,0.257619530011619,0.6307788504381887,0.14891890124136228,0.09899690128319932,0.04718767918803022,0.03847130730197361
3207,s5m20_usuario8,2.7739734191077177,0.4010504379177135,0.7422633432330817,0.40560617231526064,0.13981485105774655,0.09350664037213488,0.054010563727316635,0.03222519568336593
3208,s5m20_usuario9,3.366180661899674,-0.27379542194007306,0.6120254769457191,0.4828955150791861,0.16488435818151082,0.07498943468995822,0.0809344672661151,0.035225138778930645
3209,s5m20_usuario10,3.472215403301477,-0.13444171975098124,0.3689701964848061,0.41321292899152445,0.158510491497753,0.07245943403495395,0.07804286394251589,0.03556853418136023
3210,s5m20_usuario11,5.209590897999738,-0.3871678528881034,0.4382625522477298,0.34661785945869966,0.35325875761434433,0.06325683629838832,0.13069726787038183,0.03824909394492765
3211,s5m20_usuario12,7.291846689017586,-0.610257277455099,0.2675865495522868,0.5837497773568334,0.500958315911071,0.059192074797030196,0.1173798146109719,0.04331882775943868
3212,s5m20_usuario13,2.5809073562390066,0.9103878294925662,0.2554201470697464,0.48409339997740175,0.15692720450527992,0.12698053975203652,0.04458930121485563,0.04269759093662006
3213,s5m20_usuario14,2.7510986955138237,-0.418450861833157,0.6601954166410392,0.4562032707729155,0.14526971408549316,0.09305780019760786,0.05875819316713721,0.03375629413442794
3214,s5m20_usuario15,5.988669974902528,-0.2210669744496552,0.3177626490852059,0.27943622507324095,0.3902304676921372,0.05036853289245428,0.08455134900569133,0.030380438187885835
3215,s5m20_usuario16,2.5981070286300754,-0.26008741180401707,0.5462949333631347,0.5669672274075629,0.12151719655988459,0.09352375269745718,0.048538036358426316,0.03262881183457686
3216,s5m20_usuario17,3.30687274405412,-0.10113860743454815,0.28727221154385046,0.6442388003822642,0.14121215181560784,0.07331443484972879,0.06197389522323242,0.03163685105019105
3217,s5m20_usuario18,2.6176426598818496,-0.07729813473748812,0.5754312187168569,0.46059473892263864,0.12528499364105888,0.09402865688393508,0.05183867156895733,0.03485743663519382
5000,s6m22_usuario1,3.399419249941694,-0.10620413376892895,0.5206901676006249,0.5210115687950708,0.1600956948512162,0.07092925418940706,0.085222788587856,0.03282987281755746
5001,s6m22_usuario2,3.4507175468943467,-1.1162888366076154,0.35749647560673126,0.33887387400632535,0.47898616291158924,0.15170347021550476,0.052857718473137534,0.05497408409617274
5002,s6m22_usuario3,5.161126131807017,-0.29870229917419394,0.1278904273140434,0.3203967851566685,0.30435316316043054,0.05508875964480258,0.04845248881598209,0.02982485719098013
5003,s6m22_usuario4,2.6367587415860427,0.009996094454548224,0.5662039072971097,0.504535080857751,0.1213890357056853,0.09673396727464793,0.04080754447681855,0.03522933683392141
5004,s6m22_usuario5,3.048736855772317,-0.218543121755486,0.39778736251560315,0.13657304414958138,0.21260807129997217,0.11480646089782566,0.007073572970412392,0.01588068644058056
5005,s6m22_usuario6,1.8274404561152107,-0.2570155995003941,0.38703636511717315,0.519241319221332,0.08729887387339241,0.13048143022801015,0.02651092640004274,0.032532870859221685
5006,s6m22_usuario7,3.370951679869077,-0.30755339827841877,0.5077308723329641,0.3126740546458969,0.1914307281313128,0.08838310425945013,0.05001965167215061,0.03566503378940723
5007,s6m22_usuario8,3.1405135837964573,0.8448549921224136,0.37080972686264657,0.6122638162120222,0.22581525940461053,0.11774592644212777,0.048291314762083065,0.042684726306740105
5008,s6m22_usuario9,3.2365199903967623,0.04293166908246872,0.3937912122421188,0.5151729793952934,0.150582699347946,0.07307515474340118,0.07719788539056531,0.031829839420317925
5009,s6m22_usuario10,2.3815999617878014,-0.5839486754489274,0.31168871432038814,0.4864757144684527,0.12623594225169618,0.11158786496349764,0.044066455873219154,0.034573342535386145
5010,s6m22_usuario11,2.3488933076386203,0.05196872470340623,0.36817614602230436,0.6531228251227723,0.10853140227717235,0.10932142140366698,0.02865286547167799,0.0337388221214558
