,user_id,round,Action,Payoff,time,PlayedBy,context,NeigboursPayoffs1,2,3,4,5,6,7,8,Neigbours1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,other,self,response
149,165,30,D,0,2.26999998093,user,0,10,0,0,0,30,20,20,20,71,97,148,8,53,78,160,2,0,0,0
150,165,31,D,10,2.6099998950999996,user,1,21,20,10,0,10,10,20,30,16,45,65,122,25,159,161,58,0,10,0
151,165,32,D,10,1.87000012398,user,1,0,10,10,0,30,30,10,0,83,45,97,80,18,4,87,33,0,10,0
152,165,33,D,10,3.72000002861,user,1,10,10,0,10,0,0,30,20,152,16,169,92,115,117,132,18,0,10,0
153,165,34,D,30,2.8100001812,user,3,7,20,10,30,7,20,20,14,75,41,43,34,121,130,111,72,0,30,0
154,165,35,D,40,1.84000015259,user,4,20,30,20,14,40,28,21,14,111,158,2,40,4,102,41,58,0,40,0
155,165,36,D,10,2.41000008583,user,1,10,0,10,10,20,30,7,20,159,156,77,141,3,11,115,72,0,10,0
156,165,37,D,30,1.56999993324,user,3,20,20,0,40,14,7,20,20,148,97,102,38,168,123,35,33,0,30,0
157,165,38,D,0,2.3099999427799998,user,0,10,10,10,10,10,0,0,0,108,23,98,124,19,135,79,21,0,0,0
158,165,39,D,10,2.16000008583,user,1,20,10,0,20,14,30,20,0,15,162,47,49,59,31,129,94,0,10,0
159,165,40,D,0,4.42000007629,user,0,10,10,20,10,0,0,0,0,8,29,60,73,34,71,86,159,0,0,0
160,165,41,D,30,2.46999979019,user,3,30,21,30,7,20,30,20,14,78,88,26,80,159,15,86,98,0,30,0
161,165,42,D,10,2.29999995232,user,1,0,0,20,20,7,10,0,0,33,116,72,83,147,78,91,160,0,10,0
162,165,43,D,20,1.4700000286100001,user,2,20,20,10,10,10,7,20,7,29,60,42,6,133,119,26,75,0,20,0
163,165,44,D,20,3.07999992371,user,2,10,7,30,14,10,10,0,10,88,150,26,52,65,77,160,72,0,20,0
164,165,45,D,0,2.89999985695,user,0,0,0,10,10,10,10,10,0,38,64,22,169,161,35,27,74,0,0,0
165,165,46,D,0,1.9900000095400001,user,0,20,10,10,10,10,10,20,0,39,25,97,11,99,22,7,163,0,0,0
166,165,47,D,10,4.79999995232,user,1,20,10,20,20,30,7,30,30,66,1,113,48,29,36,65,33,0,10,0
167,165,48,D,20,2.57999992371,user,2,10,0,20,30,20,7,14,30,51,119,30,22,83,9,151,44,0,20,0
168,165,49,D,10,2.0199999809299998,user,1,10,10,20,10,0,10,14,20,107,57,63,157,94,120,83,86,0,10,0
169,165,50,D,10,4.2899999618499995,user,1,0,0,0,20,7,10,0,0,62,129,130,162,44,115,168,105,0,10,0
170,165,51,D,0,4.459999799729999,user,0,10,10,10,10,10,0,0,0,27,97,37,89,137,158,83,147,0,0,0
171,165,52,D,40,8.76999998093,user,4,10,10,0,20,7,21,21,14,96,107,84,129,40,90,81,141,0,40,0
172,165,53,D,30,1.91999983788,user,3,20,40,14,21,14,20,0,0,44,52,50,126,5,107,21,125,0,30,0
173,165,54,D,10,3.99000000954,user,1,0,0,0,20,7,10,10,0,148,163,58,152,5,6,109,142,0,10,0
174,165,55,D,20,2.53999996185,user,2,0,10,7,40,20,7,20,10,132,10,133,87,112,117,26,110,0,20,0
175,165,56,D,10,1.54000020027,user,1,0,10,0,10,10,0,0,0,41,150,73,136,33,119,144,106,0,10,0
176,165,57,D,0,1.73000001907,user,0,10,0,20,10,10,10,10,10,160,23,159,38,151,87,17,55,0,0,0
177,165,58,D,0,1.7000000476800001,user,0,20,20,20,0,10,10,20,10,108,167,153,124,61,25,49,10,0,0,0
178,165,59,D,20,3.22000002861,user,2,20,10,10,10,21,50,40,14,27,5,100,157,111,61,107,50,0,20,0
179,165,60,D,20,1.59999990463,user,2,20,0,0,20,14,30,14,20,103,34,31,169,73,135,91,49,0,20,0
180,101,1,D,20,6.68000006676,user,2,20,40,7,10,0,10,10,0,107,126,111,21,77,108,128,24,0,10,0
181,101,2,C,14,5.7100000381500005,user,2,14,30,14,30,30,20,30,30,36,78,121,102,2,113,43,25,74,14,1
182,101,3,D,20,5.69000005722,user,2,10,10,20,20,0,20,7,20,130,119,9,61,109,46,155,50,0,20,0
183,101,4,D,10,6.9600000381500005,user,1,30,10,20,20,10,0,10,20,137,130,61,11,38,169,60,118,0,10,0
184,101,5,C,14,4.4399998188,user,2,10,10,20,30,21,50,21,20,114,93,78,100,88,145,5,137,74,14,1
185,101,6,D,20,6.79999995232,user,2,10,10,0,10,10,20,14,7,70,2,153,1,144,36,64,40,0,20,0
186,101,7,D,40,5.50999999046,user,4,7,30,0,40,14,7,20,20,153,59,17,160,28,75,30,163,0,40,0
187,101,8,D,10,5.91000008583,user,1,40,7,20,20,10,0,20,40,117,17,128,109,24,44,93,108,0,10,0
188,101,9,C,21,7.1099998951000005,user,3,14,40,20,14,21,40,30,30,50,62,68,123,152,14,30,31,71,21,1
189,101,10,D,0,6.2899999618499995,user,0,10,10,20,10,20,10,0,10,20,18,29,112,159,57,129,36,0,0,0
190,101,11,D,0,5.129999876019999,user,0,10,10,0,0,20,30,30,10,15,127,22,38,164,135,16,93,0,0,0
191,101,12,C,7,3.71000003815,user,1,28,40,30,20,30,10,10,20,59,135,161,100,44,57,47,109,77,7,1
192,101,13,D,20,5.8599998951000005,user,2,21,7,20,20,10,0,10,40,152,7,6,42,78,53,74,91,0,20,0
193,101,14,D,10,8.49000000954,user,1,0,0,0,0,10,20,14,10,64,8,104,41,110,43,52,30,0,10,0
194,101,15,C,0,6.26999998093,user,0,10,10,10,10,10,10,20,20,49,5,64,164,99,108,137,107,80,0,1
195,101,16,D,10,6.43000006676,user,1,20,10,20,20,10,10,20,7,132,49,97,129,140,143,25,158,0,10,0
196,101,17,C,28,10.1900000572,user,4,21,21,14,40,14,30,20,40,29,41,71,137,143,17,10,18,68,28,1
197,101,18,D,40,6.06999993324,user,4,7,30,10,30,14,14,30,14,128,16,115,65,158,32,97,88,0,40,0
198,101,19,D,20,4.6199998855599995,user,2,0,20,14,30,0,10,10,10,164,49,158,59,71,44,83,39,0,20,0
199,101,20,C,14,5.34999990463,user,2,30,30,7,20,10,20,30,14,86,2,5,130,55,63,4,27,74,14,1
200,101,21,D,10,5.3800001144400005,user,1,10,20,20,10,20,7,20,10,146,147,105,43,122,53,137,97,0,10,0
201,101,22,D,20,5.88999986649,user,2,14,21,30,10,10,10,0,20,123,150,60,148,30,15,127,137,0,20,0
202,101,23,C,7,6.30999994278,user,1,10,10,20,30,20,7,30,30,83,162,20,33,164,36,153,23,77,7,1
203,101,24,D,0,3.67999982834,user,0,20,10,0,0,20,20,20,10,133,149,25,55,120,100,152,3,0,0,0
204,101,25,D,0,3.5699999332399996,user,0,0,0,0,0,0,0,20,10,96,2,70,124,86,60,6,3,0,0,0
205,101,26,D,10,4.57999992371,user,1,20,10,0,0,10,10,0,20,102,60,77,17,72,106,2,3,0,10,0
206,101,27,C,21,5.879999876019999,user,3,28,50,7,20,20,30,40,21,127,15,150,87,34,120,52,2,71,21,1
207,101,28,D,10,7.6199998855599995,user,1,0,0,0,10,20,7,20,10,121,83,70,153,118,155,117,156,0,10,0
208,101,29,C,28,6.5600001812,user,4,14,21,21,50,7,20,20,40,69,168,66,39,64,110,100,114,68,28,1
209,101,30,D,0,6.97000002861,user,0,10,0,10,0,10,0,0,10,30,31,124,115,50,107,148,58,0,0,0
210,101,31,C,7,2.40999984741,user,1,20,20,30,10,10,20,7,30,118,11,62,105,137,5,41,148,77,7,1
211,101,32,D,0,6.33999991417,user,0,10,10,20,10,10,10,10,0,117,61,130,106,88,97,45,66,0,0,0
212,101,33,D,20,3.74000000954,user,2,0,0,10,10,10,7,7,20,66,114,125,17,166,75,155,102,0,20,0
213,101,34,C,0,6.26999998093,user,0,10,10,10,10,10,10,10,10,112,9,97,113,138,55,144,151,80,0,1
214,101,35,D,0,10.0699999332,user,0,30,10,10,10,10,20,40,30,77,44,48,23,37,156,113,121,0,0,0
215,101,36,C,14,4.20000004768,user,2,10,20,30,14,50,21,30,20,46,18,47,20,164,119,125,163,74,14,1
216,101,37,D,20,5.94000005722,user,2,20,20,20,20,14,40,40,0,22,131,11,93,32,60,38,102,0,20,0
217,101,38,D,10,9.25,user,1,10,10,10,10,10,10,10,0,8,77,2,93,46,49,156,123,0,10,0
218,101,39,C,14,4.90000009537,user,2,10,20,30,21,30,30,14,20,14,129,31,16,3,54,40,66,74,14,1
219,101,40,D,10,6.06999993324,user,1,0,0,0,20,7,10,0,0,94,117,66,146,51,67,140,62,0,10,0
220,101,41,C,0,2.32999992371,user,0,20,10,20,10,10,10,10,20,3,106,103,129,21,58,142,18,80,0,1
221,101,42,D,0,4.719999790189999,user,0,0,0,0,0,10,0,0,0,27,39,38,34,2,93,90,140,0,0,0
222,101,43,D,0,4.72000002861,user,0,10,10,10,0,10,0,0,0,96,65,22,98,9,68,115,93,0,0,0
223,101,44,C,0,2.74000000954,user,0,20,20,30,10,10,10,10,10,23,169,53,64,21,114,120,39,80,0,1
224,101,45,D,20,3.45000004768,user,2,10,7,21,30,0,0,10,10,22,133,97,59,138,68,161,169,0,20,0
225,101,46,D,30,4.57999992371,user,3,7,30,10,10,20,7,20,14,75,78,130,129,85,40,120,68,0,30,0
226,101,47,D,20,3.95000004768,user,2,10,20,20,0,10,30,7,10,25,88,8,91,100,80,150,126,0,20,0
227,101,48,D,10,5.06999993324,user,1,0,0,0,10,0,10,10,10,63,26,47,56,24,81,133,37,0,10,0
228,101,49,C,7,4.75,user,1,20,20,20,20,10,20,20,7,158,82,97,74,27,151,77,104,77,7,1
229,101,50,D,0,3.63000011444,user,0,0,0,0,10,20,10,10,0,67,118,135,49,57,157,87,77,0,0,0
230,101,51,D,30,2.9199998378800003,user,3,14,30,20,14,20,30,30,14,143,166,131,40,142,94,153,69,0,30,0
